Details,Nombre_chambre,nombre_salle_bain,Superficie,Adresse,Prix,image_lien-src
Ref_2732_SEY Appartements à louer au Maristes,2,2,150,Hann maristes Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/16f90bbdfa9f07f234b3dddef3af3ee9/-/horizon-files-prod/ed/picture/qde7jn05/1f161275e01a490981c70e73068783a73e0fd56a.jpg
Appartement à yoff apecsy,3,2,150,Yoff Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a3672978632959fa62ffc821760fef82/-/horizon-files-prod/ed/picture/qwep5wkk/3a04fb13353b9a15f55fd21abda88120b46c8351.jpg
Appartement de 3 chambres aux almadies vers EAB,3,3,120,Almadies Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4644ed2c3b5af59eb3887c1fa097f1c/-/horizon-files-prod/ed/picture/q6xd4vp7/bc357cf19fc377f5202cce5b488d26fd402c6e52.jpg
APPARTEMENT AUX ALMADIES,3,4,325,Almadies Dakar,550000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/002f18b290d467b185d93849bd375aeb/-/horizon-files-prod/ed/picture/q9mj6g67/e245df5e0a66d160da51f70885274eab74d65905.jpg
Corniche Almadies appartements à louer 4 chambres,4,5,250,Almadies Dakar,2660000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/63398516d6f23fac7b528298e46941b0/-/horizon-files-prod/ed/picture/qkr8v0ej/3e87f7da4da3b5b87118042c3b63c641aa30e41f.jpg
Appartement vue sur mer aux virages,4,5,250,Virage Dakar,1800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/70e986e9ba24700e414ec9cf2d786a77/-/horizon-files-prod/ed/picture/q9mjmvd8/9bf2a1ec7aab80ae20827e0e7811cda2a843fbb0.jpg
Appartement à louer a mermoz,3,3,150,Mermoz Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1b3e4c094f27a77b57f40efb48a9d79f/-/horizon-files-prod/ed/picture/q78w9jd5/b2ac83164c15b430c582a6e35ff1774f9e02d198.jpg
APPARTEMENT À LOUER À DIASS,2,2,70,Diass Thiès,150000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/68cf34e8487f1ecda91be072ef52d32d/-/horizon-files-prod/ed/picture/qxjpexj8/74a87a14010b79b430d05caad8e2d2515ae732ee.jpg
Appart neuf haut standing Corniche Mamelles,5,4,264,Mamelles Dakar,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bd23b1aadbb5a11bffb6aa03a98e891c/-/horizon-files-prod/ed/picture/qwe24k44/5929bc8d4e72c65a9e398e784169d5bd0cacccc9.jpg
Appartement a louer aux Ouest foire,3,3,150,Ouest foire Dakar,362600,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8ae43e6fb6fffcef9cb95a5321ef109b/-/horizon-files-prod/ed/picture/q0g78wj8/a46eea719f5d4c5277c26a4c44a873cb0931ad56.jpg
Appartement F4 dans un immeuble tout neuf,3,3,165,VDN Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f2a09184225c2f667b7f6f478240d1f0/-/horizon-files-prod/ed/picture/qkr8vxe5/413dd0265e5d455a8a8902f6d1c52dc0bb10aac6.jpg
Tres bel appartement de 4 chambres salon a louer aux mamelle,4,3,190,Mamelles Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/de546ab8be1020260fc6212030da4863/-/horizon-files-prod/ed/picture/qm5ggv79/39f786db7ac4aec9707166446e3876a3a2cd2638.jpg
f3 à louer a la sicap baobab,2,1,150,Sicap baobab Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e541d104620386cc9f7755c993280b94/-/horizon-files-prod/ed/picture/qenvj7w2/7d8ebe6a6675fcc39aff8bf9869e2c9bef1f3ff0.jpg
F5 en duplex aux almadies rte du meridien,4,5,150,Almadies Dakar,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7dbf37814ffff0c4510bc26a34ac18c7/-/horizon-files-prod/ed/picture/qgqwpx2e/d679883ccae8615f48ab7835a3ef1836f7cdbb27.jpg
f4 à louer sur la route du meridien,3,4,150,Almadies Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/61d466e4210a4421a2a3b16ef1550b80/-/horizon-files-prod/ed/picture/qrzv9veg/732d4faf23b96bdc5d7f6f1e8f6c66d7acfc6c47.jpg
Appartement water from meublé corniche fan résidence,2,3,200,Fann Dakar,2300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a66a6e2810fbe76cd605813dbfc98781/-/horizon-files-prod/ed/picture/qzvp47mk/d5ff8ff4b3f21b74a4928aecbd72dd3fbaf20c67.jpg
4 Chambres salon a louer sacre coeur,4,3,150,Sacré-cœur Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f17ba9a8952728797658e54f69c65723/-/horizon-files-prod/ed/picture/q9mjjndn/160fc8286eeaaff5d5c30e1a3e6a9883b79232e7.jpg
Studio meublé à loué mamelle,1,1,50,Mamelles Dakar,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e6f82612e7bbf456a2aece9a4fdc9871/-/horizon-files-prod/ed/picture/qngx04ev/bcfee0b959f496194ed2e8676ab980e6c6eb2134.jpg
APPARTEMENT VUR MER A MERMOZ,3,4,190,Mermoz Dakar,1100000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e2083262bdf6736c255e915d56a6b0c9/-/horizon-files-prod/ed/picture/q44n7472/4433ca3e458c0c8899ed807560089b6816f01201.jpg
Appartement à louer a la cité keur gorgui,2,2,150,Cité keur gorgui Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/78d659dceb2b04e67d17fec43bc9a8e0/-/horizon-files-prod/ed/picture/qenvjq89/60b6f215768303519624d8ea20805733c1633351.jpg
Corniche fan résidence 4 chambres salon,4,6,340,Fann Dakar,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/35122cb919e03a7b9ade9abc6056c291/-/horizon-files-prod/ed/picture/qwepnw4g/b749a7d24cf9e675ec4dd1bc7ef7d8bd64883ded.jpg
Appartement à louer au plateau,3,2,150,Plateau Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c0a205bc2ce148949db6e1bc3ae172b/-/horizon-files-prod/ed/picture/qpdm7zwr/2a2b71c708b432859b3d3833875f0e323b635503.jpg
Magnifique appartement à louer dans une résidence à Ngor,3,3,150,Ngor Dakar,2300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3fa069ccaed30d97c2ad2c354e652652/-/horizon-files-prod/ed/picture/q6xd445n/d1826cb3aad4aa1aa0b1f95a16eb584c6773be08.jpg
apparts à louer à Ngor Almadies,3,4,100,Ngor Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/34a8a9929487aeb1bfa2a3a06ef5584a/-/horizon-files-prod/ed/picture/qj4jxqwz/f63967ca3d5d2c1c657e6d690bcff50fffef9f8a.jpg
Joli Apprt à louer virage,3,2,150,Virage Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f952de2ac9eb3330c3fe74a7f8ce8521/-/horizon-files-prod/ed/picture/qgqwzr8n/550c421fb1d92559962c27655f793c29273e4208.jpg
APPARTEMENT À LOUER VIRAGE,3,2,100,Virage Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3bda2f351d3b29977d476819b2012803/-/horizon-files-prod/ed/picture/qv4wxrzk/58a519dd81c7129c6ef8a47f73485e9db31e0510.jpg
Sacré cœur appartement de type F3 à louer,2,2,150,Karack Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ba4cf7a52bb399d881959482c156951f/-/horizon-files-prod/ed/picture/q0g79pdd/7142ead4cb06b0e224b867b3aacfaee75d6df1ce.jpg
STUDIO A LOUER,1,2,100,Dalifort Dakar,150000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/298bac830d6927cb6c2e1aec7fa056f2/-/horizon-files-prod/ed/picture/qwep5540/5380eda2114273ff8f6f8b436f0afa9dc55d94a8.jpg
F4 À LOUER,3,2,130,Ouest foire Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a9f88872ec467afc1debebc334e13be0/-/horizon-files-prod/ed/picture/q44nqqkv/0fe1803cb505c90e15352cfd99bca35609facb24.jpg
Luxueux et spacieux F2 Route du King Fahd Almadies,1,2,70,Almadies Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/87c26fe3201a6437f63d6d614e974a0a/-/horizon-files-prod/ed/picture/qq4288pz/93792582edc1b9723c62e7813a76a7e9262b7b75.jpg
Appartement a loué aux mamelles,3,3,200,Mamelles Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/55e70c034c7c66cde1a6ae39b97c2ee4/-/horizon-files-prod/ed/picture/qkr827zp/0a430a64d97b6c907382f42446f59674b398d2f2.jpg
Des studio neuf à louer pour bureau et habitation,1,2,70,Zone de captage Dakar,250000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ffa23c8bb95a086ac6abb400f046c393/-/horizon-files-prod/ed/picture/qngpnjdg/c2c4ea5ce26f88cfd93d8e3cdc29caba0491735d.jpg
Appartement a louer Mermoz Immeuble keur Diaba,1,1,84,Mermoz Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/069291e70d5f974a63d01e99ca6f41e4/-/horizon-files-prod/ed/picture/q56d8260/293e6a48fd6ab16fe9a49a403ccd768a484eef72.jpg
Jolie Appartement meublé MERMOZ,2,3,170,Mermoz Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c5e4f6d9f5ed34c85009d3c8ed3ceef6/-/horizon-files-prod/ed/picture/qzvp5qrx/1c5c0e60466573259c202b4a637cbf70235d5faa.jpg
Corniche-Almadies Duplex de 2chmbres avec Jardin,2,3,197,Almadies Dakar,1400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9a3f9bef27fd1394ea325b6285e72471/-/horizon-files-prod/ed/picture/qv4w9qe2/7fdc7124afafcdc8eeb18d1606618932857f01fc.jpg
Appartement à louer virage,3,5,300,Virage Dakar,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ba336298edde9e091b6bba639131a0e4/-/horizon-files-prod/ed/picture/qrz8nwzn/95970631562f2800ae3b47e5b3bd63481f84689d.jpg
F2 disponible au Point E,1,3,50,Point-e Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ef01be84ab8f9185ddb803b5e23c905/-/horizon-files-prod/ed/picture/q78wrdqd/953998933417d43f20fc4a06cc90a1e70759d3b9.jpg
Appartement F4,3,3,227,Almadies Dakar,2300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3b369c31de831c4a54d9f2fa431217f4/-/horizon-files-prod/ed/picture/q44nq2pp/9526d8712f538ede183f6f752508e66e4a633b04.jpg
Appartement F5,4,3,250,Mermoz Dakar,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/50160531e61e18c0d2c7652b2dac710f/-/horizon-files-prod/ed/picture/qzvp5qjg/010ed4244ee0edfe81ee48363a0c4d91c0bbf4a8.jpg
Studio a Louer aux Almadies,1,2,85,Almadies Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ab5891b34d38332f3ae54321aa79f4cd/-/horizon-files-prod/ed/picture/qde7jzd0/40be9be63b62c3d6b51d54c24658605b9ddce0a8.jpg
Appartement à louer amitié,2,2,150,Amitié Dakar,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b2148ed70c04dac447fd63ca91e6a4a1/-/horizon-files-prod/ed/picture/qj4q7dke/c5cde4d63331247d27e56e8bddac09905f890d52.jpg
Magnifiques F4 au Point E,3,3,200,Point-e Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c734a426b8ced19cde24d13675e79ca4/-/horizon-files-prod/ed/picture/qzvp66rd/c130f9477d75564dd39cbe019c83b096803796ce.jpg
Bel appartement a louer a Ouest Foire,3,3,150,Ouest foire Dakar,362600,https://i.roamcdn.net/hz/ed/listing-thumb-543w/44d0090ffa947288149a01c1dee84d4b/-/horizon-files-prod/ed/picture/q56d8q65/66bebd458f43e07737120b8ee7888d44fedb6047.jpg
Ref_2733_SEY Appartement à louer à Ngor,2,2,150,Ngor Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/30487ea993acafe5284268cb97078f34/-/horizon-files-prod/ed/picture/qde7jn25/00d5b133a712b79fe88791c72b9b3cc95e0beb90.jpg
Ref_2734_SEY Appartement à louer à Ngor,3,3,150,Ngor Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d33a1171c5ac1e8b4528a37949d19751/-/horizon-files-prod/ed/picture/qngpn8ez/93c0e3e01f9b6fe57e87e150219affb78dc034fa.jpg
Appartements neufs vue sur mer à louer à fenêtre Mermoz,3,4,150,Mermoz Dakar,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/253a676654cdf9069ef5ae062c60548e/-/horizon-files-prod/ed/picture/qgqwj7n8/dec571344335a5f8dcf9f81d89be47e0f18e4d07.jpg
Appartement à louer à onomo,3,4,200,Ngor Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9f9486b023236bec5bede62246a45734/-/horizon-files-prod/ed/picture/qwepnwdg/652d6dae1daa1f63e3346e26eb5c6cf20648e382.jpg
APPARTEMENTS AUX MAMELLES,3,4,150,Mamelles Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c3ce57cf135b8a3dcc30c12fa5fdd274/-/horizon-files-prod/ed/picture/q0g709vx/e355e84b78bf43b5c7dc8929a37e563d623d6deb.jpg
APPARTEMENTS A LOUER NGOR ALMADIES,3,3,150,Almadies Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dbbf6e229d3f6e0db686963c8c36ee39/-/horizon-files-prod/ed/picture/qv4wqxxp/8da2a2a7bfb4f4543d57c3e31016b2e8d23c3610.jpg
APPARTEMENTS AUX MAMELLES,2,2,150,Mamelles Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ac85f0e790d514c6f5c8a5428f8624c/-/horizon-files-prod/ed/picture/qv4w5dx8/71fd89a9ed5e0f4191f4c6b0f21d06a33d095683.jpg
APPARTEMENTS À LOUER YOFF,2,2,150,Yoff Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a0e5e3accf59afd23f5bb80f1ee61aa/-/horizon-files-prod/ed/picture/qv4w5wqv/a97ba0e7c09cf5c9a9558ba913117683855fac82.jpg
"Appartement neuf, Point E",3,3,180,Point-e Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/29e1992b812115bbca4b64aaf52eb2e4/-/horizon-files-prod/ed/picture/qm5gng7r/97a9a10c1fb5056d2c07c10353ff6e7815754113.jpg
Appartement Ngor,4,5,200,Ngor Dakar,2700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/48cb18b89e18a38cca5a858ffa9c2fcd/-/horizon-files-prod/ed/picture/qrz84x84/6a3b5571d8c9552053c6220ff9f4f10e6692c463.jpg
Deux chambres à louer avec les meubles,2,2,150,Ouakam Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4f020396ceffc7ff37ee8da580264f0c/-/horizon-files-prod/ed/picture/q0g70v9e/57dd8b7ad7074f34292317f923758973d66a7362.jpg
Ref_2735_SEYAppartement à louer à Ngor,3,1,150,Ngor Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/00d235d7304bf287aa3185681fca58d1/-/horizon-files-prod/ed/picture/q9mj6v6n/af0774b3a0240d506c1edde4508470f0ceb3eee6.jpg
Un joli appartement à louer à ngor Almadies,2,3,130,Almadies Dakar,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/da4b06b0a1acc4fbf8942f668b6687cc/-/horizon-files-prod/ed/picture/qm5g9nz6/4414702d13182a4f7a8b4ce1d44f02f72adc0de0.jpg
Appartement à louer,2,3,180,Mermoz Dakar,850000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/401c856d6b6446c399b2e8aaf09999ee/-/horizon-files-prod/ed/picture/q56d8kn2/02101179543eff647a6dee07b02571058b1e4261.jpg
Appartement a louer,3,3,150,Mermoz Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a1076b90603866e54cb6a7b6c341f140/-/horizon-files-prod/ed/picture/qngpnqvr/45ae8fff954c5b67a2dbc90b9ea9174e7b0d0f62.jpg
Ref_1588_PL Villa à louer au mamelles,3,3,150,Mamelles Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/23b5c8da7c87e1d8f60ccc90c5bcb4b9/-/horizon-files-prod/ed/picture/qpdmq4e2/803e6e7fb0698c1d95d14637fcb9d6cc55f24120.jpg
Appartement vue mer à louer Onomo,3,4,200,Cité biagui Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/86eceb8875e9ba16fdc00b356bb43541/-/horizon-files-prod/ed/picture/qrz84xe8/cfe4136468b407b50afb67b6fe2c9bafe280a1ab.jpg
Appartement F4 à louer à la cité CPI,3,3,150,VDN Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bc2def05a18d2b4cd1b19fb93be3b228/-/horizon-files-prod/ed/picture/q0g70kxd/54102aba15fa2499ac08ba9f06f61eaec533dfff.jpg
Appartement duplex en F3 à louer aux almadies,2,3,150,Almadies Dakar,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6996a4d3730f46ccf2d013fe2fbc4afd/-/horizon-files-prod/ed/picture/q2j05q5g/ec91fc1588208c5616d7e80dc690c2c09d0385c6.jpg
Appartement a loué a sacré-cœur keur gorgui,3,3,200,Cité keur gorgui Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4581edf7f391be77ac7524569ba31506/-/horizon-files-prod/ed/picture/qj4q2p84/6bb052620a1c6b26090fb0495f15d7e0c2b06cb5.jpg
appartement louer 3 chambre vue imprenable sur port,3,3,175,Plateau Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/24262a9b48e055ccb123ce78f064d993/-/horizon-files-prod/ed/picture/q78wpmwm/de5293002edfab82f9af353bcd9ad30c38b7d967.jpg
STUDIO ET APPARTEMENT A LOUER A LA CITÉ APIX,2,1,70,Tivaouane peulh Dakar,150000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0e28f460222aeb2ce717ff6f87c3fce3/-/horizon-files-prod/ed/picture/q6xdv8qp/0ece31d5b755836cc755f26dfa5ba48947361627.jpg
Appartement F4 a Ngor Almadies,3,3,150,Ngor Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d1c3211cc794a34ff5931b587fc02064/-/horizon-files-prod/ed/picture/q8v5ndnp/5707b7e980eabf2984f6e04fb922b6ff113e9487.jpg
Appartement à louer à fann Résidence,3,4,150,Fann Dakar,3,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f981bf35f3362fa4d63aa36debf5de53/-/horizon-files-prod/ed/picture/q448rqdp/495d90ac30aeb180a0d4ca597bbbc889495fbe12.jpg
Trois chambres à louer par mois,3,4,240,Cité biagui Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/980b92c4485ebc756c512ace44b619db/-/horizon-files-prod/ed/picture/qkr8vez5/e21b2178434108657a1eb9c60b61638b803c435c.jpg
Appartement à louer à Ouakam,1,2,150,Ouakam Dakar,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2c44c95d37d0c4c8294372290860dd99/-/horizon-files-prod/ed/picture/q785ex78/a6ee4f9058a0de2b2a4962ac7d92edf2aeb93286.jpg
Ref_6176_GL Villa R+1 à vendre au HLM Gueule Tapée,2,2,150,Hlm Dakar,50000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f65c8c1a43e368d94ad56e7c5399fde8/-/horizon-files-prod/ed/picture/q2j0nmj6/d67d4b37d71768a3f18e1d6ea5d3dca4e24d1061.jpg
STUDIO NEUF À LOUER,1,1,90,Liberte 6 Dakar,175000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0419f48194cc943505e3cf27d4a87d7a/-/horizon-files-prod/ed/picture/q8v4x6pj/69b5694352e403e3b3762c4fde1e5c84783d5236.jpg
Studio moderne à Ngor Almadies (zone de recasement),1,2,150,Almadies Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a447e421a1b47fac84e0e6b87656cc68/-/horizon-files-prod/ed/picture/q8v4x6dn/ab7fe24a9fdd3963407c6e1046c25d932c8582b2.jpg
Appartement à louer à ngor almadies,3,3,150,Almadies Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf0b44e1a6534aa9325c741f3303058a/-/horizon-files-prod/ed/picture/q9mjg596/40ea1cb06bd5c3c123a553ada644089562968e84.jpg
F4 À LOUER,3,4,120,Almadies Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/75810370d3b0c9ab4485cb694c12f818/-/horizon-files-prod/ed/picture/q9mj6p0x/aded4dceb76722d32d5e4c0fb7333ebef6c979bd.jpg
Appartement a louer a la Zone de Captage,3,3,150,Zone de captage Dakar,200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/00fb564a8069294eb3d72b8cab59a1de/-/horizon-files-prod/ed/picture/qgqwd028/131c4c33e3a2cf0acb51c3de2385d54b185087c4.jpg
Ref_2731_JN Des appartements type F4 à louer à Mermoz,3,1,150,Mermoz Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/44ee2ac670ad3101ad5ec26e909b3a3d/-/horizon-files-prod/ed/picture/q9mj6pnv/792ba68d0d40d11f44f6a5a7a7c984df2cdb20b2.jpg
Appartement F4 à louer aux mamelles,3,3,150,Mamelles Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f62c0e836f0cf4ab78459dd0b48960d2/-/horizon-files-prod/ed/picture/q78wwdzg/c132dcae6f862599f411a1671507035a0bbe95c3.jpg
Ref_2737_SEY Appartement à louer à Fann Résidence,3,2,150,Fann Dakar,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d2d33deba138526e9e991be9b893baca/-/horizon-files-prod/ed/picture/q44nqx2m/eeeecc239855f4a989cc4636a1269870d4873c39.png
Ref_2442_PL Bel appartement à Mermoz au 2eme étage,3,2,150,Mermoz Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/259531b96d8e1bf3da0ef4232bcb08a8/-/horizon-files-prod/ed/picture/qm5g9zqq/1fac3c18cb52702fb3470bdc8f09f02a9de8402c.jpg
Appartement à louer aux parcelles,4,2,150,Parcelles Assainies Dakar,250000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5c803fbb393d11f1379608cec0318ba6/-/horizon-files-prod/ed/picture/qgqwjv7r/3121e10d8047f2e9586ebeab4361fe55cacdc4a5.jpg
Appartement entrée personnel a la sicap foire,3,3,150,Sicap foire Dakar,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4962255ecba556fb060937942597e4a/-/horizon-files-prod/ed/picture/qv4wq258/5c51098a0d722812bc29c8dbc16120c5d6ba7545.jpg
Plateaux de bureaux à loué sur la route de l'aéroport yoff,1,2,100,Yoff Dakar,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2775704c51ade16186b351393d59d889/-/horizon-files-prod/ed/picture/qwepwgp0/4d85f066ca21431df58a8d154bdfb4ec568d10e0.jpg
Appart F4 haut standing aux Almadies,3,3,175,Almadies Dakar,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/45fe5b4f8e52d852dbaca2f63bcba098/-/horizon-files-prod/ed/picture/q56dr8zg/0bceb7cb020bc0b6e17d83b4375392559c96f0c6.jpg
Magnifique F4 pieds dans l'eau,3,3,230,Virage Dakar,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cfe1f8acfb88d0d7e83064430f919e20/-/horizon-files-prod/ed/picture/q9mj642w/4281fc4bc37180c56c77bdfef9786f272dc1c0d9.jpg
APPARTEMENT À LOUER SICAP FOIRE,4,3,170,Sicap foire Dakar,415000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8992f7ce24be050581194b5cb3d47603/-/horizon-files-prod/ed/picture/q44nqev5/6ab17fc97a480ede74248f19955919681d02135b.jpg
APPARTEMENT STANDING A LOUER SICAP FOIRE,3,4,200,Sicap foire Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/248ad644baf879e6d121bc03684912ee/-/horizon-files-prod/ed/picture/q8v4xpz7/52eb887cec0ed9f96e5e6b93a1bc2b37e676c53f.jpg
Appartement a louer,3,3,150,Mermoz Dakar,1100000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c089396d039e4e8627c14348d4d1b64e/-/horizon-files-prod/ed/picture/qv4w5n2x/31a9437d3a2e83066223d7a5306925e3f223355c.jpg
Ref_2738_SEY Appartement à louer aux Mamelles,2,1,150,Mamelles Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2f4382cfa232486da6c23ae98aa45943/-/horizon-files-prod/ed/picture/qwep9mpp/789bdff9c51e0798036a445f5a2eef43cd164338.jpg
Appartement Kounoune marine française,2,2,150,Kounoune Dakar,125000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/357da9c38f36133abc6b037a43ed66ef/-/horizon-files-prod/ed/picture/qkr8dmmm/c1f2ef1bcd56319d31851454ddc4932f74a335cb.jpg
APPARTEMENT A LOUER NORD FOIRE,2,2,150,Nord foire Dakar,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4da162218a7c8229ca2d8343296e4745/-/horizon-files-prod/ed/picture/qwep9mn6/7fc4da01b5d32896f6a78e1880ee5b9fe6fd8720.jpg
Appartement lumineux à louer à Ngor Almadies,3,4,230,Almadies Dakar,1800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/db6b6238a153cee3c8a1ab5bdb909019/-/horizon-files-prod/ed/picture/q44n2jmp/3aaa59b8d192ef8d6da42766297d12794114021c.jpg
Appartement semi équipé à louer aux Almadies,3,3,150,Almadies Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8223b39cc904130cfab12b1fa842d260/-/horizon-files-prod/ed/picture/qq42kq8w/b908b61fb19f3ec8406521bbfb5c186ad21a2974.jpg
magnifique f4 sur la corniche des almadies,1,3,150,Almadies Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ddc58b91f6153474ded711b16b90bb07/-/horizon-files-prod/ed/picture/qm5g94dr/b74975a9d899b2f4edb2f5712a33d4a43a8baf26.jpg
Appartement 4 chambres salon à louer avenue cheikh anta diop,4,4,200,Fass Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cba5a0b109aa60ff667f4de43d887c1b/-/horizon-files-prod/ed/picture/qwep9m9g/53f5dd33ebe18842939501d5350d994d54591078.jpg
Appartement F4 à louer au point E,3,2,180,Point-e Dakar,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fafa1cac03d7204d4ecb1d462df264f1/-/horizon-files-prod/ed/picture/qpdmpdpx/663d13fea8819cc76119b1069375b21f1cdd65f2.jpg
Studios a loue à yoff diamalaye,1,1,50,Djily mbaye Dakar,140000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4ebce1375402c316a39670788a5d2ed/-/horizon-files-prod/ed/picture/qenv7625/b86158d5753afbbe2c1d301a8cd43ee81f65a6b6.jpg
